apn,address,zip_code,zoning,lot_size,building_sqft,units,toc_status
4228010030,"2425 S BRYAN AVE",90291,R1-1,"3,596.7 (sq ft)","2,008.0 (sq ft)",1,
7470022002,"1466 W SILVIUS AVE",90731,R1-1XL,"6,147.9 (sq ft)","2,974.0 (sq ft)",1,
5073020012,"2486 W 18TH ST",90019,R2-1-CPIO,"6,553.4 (sq ft)","3,365.0 (sq ft)",1,
4103017002,"7115 S KNOWLTON PL",90045,R1-1,"6,900.4 (sq ft)","1,842.0 (sq ft)",1,
2646023053,"13433 W GAGER ST",91331,R1-1-O-CUGU,"6,194.3 (sq ft)","1,795.0 (sq ft)",1,
6036006027,"8807 S GRAMERCY PL",90047,R1-1,"6,167.8 (sq ft)","1,262.0 (sq ft)",1,
5429011013,"1215 N MANZANITA ST",90029,RD2-1VL,"4,899.0 (sq ft)","3,075.0 (sq ft)",2,
4246032059,"3786 S MEIER ST",90066,R1V2,"5,057.1 (sq ft)","798.0 (sq ft)",1,
5689024010,"1550 W GLEN AYLSA AVE",90041,R1-1,"6,572.6 (sq ft)","2,296.0 (sq ft)",1,
5059005029,"4238 W 25TH ST",90018,RD2-1-O,"2,500.0 (sq ft)","2,204.0 (sq ft)",2,
7469015022,"3427 S LELAND ST",90731,R1-1XL,"6,245.2 (sq ft)","1,208.0 (sq ft)",1,
4254008028,"3113 S GLENDON AVE",90034,R1-1,"5,258.6 (sq ft)","1,921.0 (sq ft)",1,
6067027047,"2270 E SANTA ANA BLVD NORTH",90059,(Q)RZ2.5-1,"2,664.2 (sq ft)","1,843.0 (sq ft)",1,
2134026017,"19835 W HAMLIN ST",91367,RS-1-RIO,"7,498.9 (sq ft)","2,121.0 (sq ft)",1,
5468029031,"424 S AVE 56",90042,RD2-1,"3,748.1 (sq ft)","1,351.0 (sq ft)",1,
5430002030,"4143 W CAMERO AVE",90027,R1-1,"5,398.2 (sq ft)","1,092.0 (sq ft)",1,
5689011027,,,R1-1-HCR,"499.4 (sq ft)","1,467.0 (sq ft)",1,
2236001021,"14859 W ARCHWOOD ST",91405,C1.5-1VL,"4,472.6 (sq ft)","15,544.0 (sq ft)",0,
5146023030,"819 S GLADYS AVE",90021,"[LB1-WH1-5] [IX2-FA]","4,984.6 (sq ft)","2,883.0 (sq ft)",0,
2356011002,"12210 W MORRISON ST",91607,R1-1,"9,799.8 (sq ft)","2,634.0 (sq ft)",1,
2410007020,"7453 N RIVERTON AVE",91352,R1-1,"7,358.4 (sq ft)","800.0 (sq ft)",1,
6003027017,"1317 W GAGE AVE",90044,R2-1,"6,229.9 (sq ft)","1,869.0 (sq ft)",1,
6065027047,"10359 S KIMBERLY AVE",90002,R1-1,"5,114.9 (sq ft)","1,455.0 (sq ft)",1,
4320007047,"2245 S PELHAM AVE",90064,R1-1-O,"6,075.1 (sq ft)","3,301.0 (sq ft)",1,
2425005029,"3670 N REGAL PL",90068,RD1.5-1,"6,982.3 (sq ft)","1,934.0 (sq ft)",3,
5021032012,"1745 W 41ST ST",90062,R1-1,"5,876.2 (sq ft)","1,032.0 (sq ft)",1,
2770006029,"9012 N AMIGO AVE",91324,R1-1,"6,015.7 (sq ft)","1,352.0 (sq ft)",1,
6033015015,"1126 W 83RD ST",90044,R1-1,"5,577.7 (sq ft)","1,120.0 (sq ft)",1,
2250008012,"5441 N HALBRENT AVE",91411,R1-1-RIO,"5,748.9 (sq ft)","1,378.0 (sq ft)",1,
5103019002,"984 E 55TH ST",90011,R2-1,"7,077.7 (sq ft)","1,574.0 (sq ft)",1,
4240014019,"540 1/2 E SUNSET AVE",90291,RD1.5-1,"4,800.2 (sq ft)","492.0 (sq ft)",1,
2166004001,"5364 N QUAKERTOWN AVE",91364,RA-1,"17,807.0 (sq ft)","3,826.0 (sq ft)",1,
2677001008,"16533 W LABRADOR ST",91343,RS-1,"6,901.2 (sq ft)","1,772.0 (sq ft)",1,
4221014020,"12124 W HAVELOCK AVE",90230,R1-1,"5,320.5 (sq ft)","967.0 (sq ft)",1,
2708021010,"11050 N WINNETKA AVE",91311,A2-1,"97,600.9 (sq ft)","3,006.0 (sq ft)",1,
5054013005,"2938 S RAYMOND AVE",90007,[Q]R3-1-O-CPIO,"5,327.5 (sq ft)","2,528.0 (sq ft)",3,
2375013031,"13007 W WOODBRIDGE ST",91604,R1-1-RIO,"8,499.9 (sq ft)","2,120.0 (sq ft)",1,
2380020007,"3158 N LAUREL CANYON BLVD",91604,RE15-1-H,"8,808.0 (sq ft)","2,281.0 (sq ft)",1,
2229030013,"17500 W GILMORE ST",91406,R1-1-RIO,"7,333.2 (sq ft)","1,126.0 (sq ft)",1,
4108022029,"6367 W 84TH PL",90045,R1V2,"6,111.9 (sq ft)","1,183.0 (sq ft)",1,
5567004036,"2365 N STANLEY HILLS DR",90046,R1-1-HCR,"8,253.0 (sq ft)","3,016.0 (sq ft)",1,
5459010019,"3228 W WELDON AVE",90065,RD2-1-CDO-HCR,"4,802.7 (sq ft)","1,678.0 (sq ft)",1,
2316030005,,,C2-1,"3,257.4 (sq ft)","4,670.0 (sq ft)",1,
6017002017,"1959 W 73RD ST",90047,R2-1,"6,968.3 (sq ft)","1,353.0 (sq ft)",1,
6039004016,"451 W 93RD ST",90003,R1-1,"5,360.3 (sq ft)","817.0 (sq ft)",1,
2707012024,"20548 W GERMAIN ST",91311,RE11-1,"11,039.2 (sq ft)","3,332.0 (sq ft)",1,
5188024007,"1029 S CONCORD ST",90023,R2-1-CUGU,"7,675.0 (sq ft)","1,142.0 (sq ft)",1,
2178006903,,,RE40-1-H,"7,776.2 (sq ft)",,,
5464015005,"3726 E SAN RAFAEL AVE",90065,R1-1-HCR,"15,351.7 (sq ft)","2,137.0 (sq ft)",1,
2021005018,"23022 W WINDOM ST",91307,RS-1,"7,564.0 (sq ft)","1,161.0 (sq ft)",1,
5020013014,"4158 S RAYMOND AVE",90037,R2-1-CPIO,"6,406.7 (sq ft)","1,931.0 (sq ft)",1,
2649014011,"10526 N ORION AVE",91345,RS-1,"8,629.1 (sq ft)","1,235.0 (sq ft)",1,
2504022019,"13970 W FOOTHILL BLVD",91342,R3-1-CPIO,"11,549.2 (sq ft)","2,919.0 (sq ft)",4,
5049029006,"2846 S MANSFIELD AVE",90016,RD2-1,"2,100.1 (sq ft)","720.0 (sq ft)",1,
2184059003,"4904 N AVENIDA ORIENTE",91356,RA-1,"22,208.7 (sq ft)","5,633.0 (sq ft)",1,
5066020027,"1871 S ORANGE GROVE AVE",90019,R1R3-RG,"6,354.2 (sq ft)","2,189.0 (sq ft)",1,
5033015040,"3965 S CHERRYWOOD AVE",90008,R1-1,"6,808.0 (sq ft)","1,701.0 (sq ft)",1,
2338029019,"5624 N BECK AVE",91601,R1-1,"7,003.7 (sq ft)","938.0 (sq ft)",1,
2266017028,"4243 N STERN AVE",91423,R1-1,"6,997.0 (sq ft)","3,383.0 (sq ft)",1,
5156016015,"2839 W HYANS ST",90026,R3-1,"4,800.0 (sq ft)","2,824.0 (sq ft)",4,
5468013076,"318 S AVENUE 55",90042,RD2-1,"4,710.0 (sq ft)","1,066.0 (sq ft)",1,
5467007003,"110 1/2 E SYCAMORE PARK DR",90031,[Q]C2-1VL-HPOZ,"3,619.9 (sq ft)","5,360.0 (sq ft)",8,
5458026015,"3418 1/2 N DREW ST",90065,RD2-1-CDO,"11,519.8 (sq ft)","6,860.0 (sq ft)",12,
2334010039,"6248 N AGNES AVE",91606,R1-1,"6,749.8 (sq ft)","1,404.0 (sq ft)",1,
6004032026,"5877 S BONSALLO AVE",90044,R2-1-CPIO,"5,200.3 (sq ft)","600.0 (sq ft)",1,
5419006003,"1554 N LEMOYNE ST",90026,R2-1VL,"4,799.9 (sq ft)","1,054.0 (sq ft)",1,
5071017023,"1619 S VINEYARD AVE",90019,RD1.5-1-O,"7,500.1 (sq ft)","1,306.0 (sq ft)",1,
2173004010,"4325 N GAUGUIN AVE",91364,RE15-1-H,"13,595.0 (sq ft)","2,359.0 (sq ft)",1,
2047017006,"24258 W BURBANK BLVD",91367,RE11-1,"9,941.8 (sq ft)","1,936.0 (sq ft)",1,
4332021011,"1036 1-5 S BEDFORD ST",90035,[Q]R3-1-O,"5,911.2 (sq ft)","5,861.0 (sq ft)",5,
2277023023,"4122 N STONE CANYON AVE",91403,R1-1,"14,257.6 (sq ft)","1,464.0 (sq ft)",1,
2638033033,"8507 N COSTELLO AVE",91402,R1-1,"6,232.5 (sq ft)","1,116.0 (sq ft)",1,
